id,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date
1.17E+18,9/3/2019,23:12:43,India Standard Time,8.32E+17,akhil_kanakia,Akhil Kanakia,,Just In : @Conservatives govt led by @BorisJohnson is a minority govt.  #Brexit #BorisJohnson #Congress #RahulGandhi #PChidambaram   Meanwhile in India  Nobody:  Absolutely Nobody:  @RahulGandhi @INCIndia :  pic.twitter.com/6hGs10Yq8B,"['conservatives', 'borisjohnson', 'rahulgandhi', 'incindia']",[],['https://pbs.twimg.com/media/EDjq3UrWsAA9IBl.jpg'],0,0,1,"['#brexit', '#borisjohnson', '#congress', '#rahulgandhi', '#pchidambaram']",[],https://twitter.com/akhil_kanakia/status/1168942410791096328,FALSE,,0,,,,,,,"[{'user_id': '831771136555900931', 'username': 'akhil_kanakia'}, {'user_id': '14281853', 'username': 'Conservatives'}, {'user_id': '3131144855', 'username': 'BorisJohnson'}, {'user_id': '3171712086', 'username': 'RahulGandhi'}, {'user_id': '1153045459', 'username': 'INCIndia'}]",
1.17E+18,9/3/2019,14:03:52,India Standard Time,593603712,vamsichandreddy,Vamshi Chand Reddy చల్లా వంశీచంద్ రెడ్డి,,"Congratulations on joining the #Congress party @INCIndia @INCTelangana. Let's work for a #better, #united, #democratic, #secular, #strong and #developed #India under the leadership of #RahulGandhi @RahulGandhi and the presidentship of #SoniaGandhi ji https://twitter.com/INC_irfanQuadri/status/1168770128302919680 …","['incindia', 'inctelangana', 'rahulgandhi']",['https://twitter.com/INC_irfanQuadri/status/1168770128302919680'],[],1,10,76,"['#congress', '#better', '#united', '#democratic', '#secular', '#strong', '#developed', '#india', '#rahulgandhi', '#soniagandhi']",[],https://twitter.com/VamsiChandReddy/status/1168804287612239873,FALSE,https://twitter.com/INC_irfanQuadri/status/1168770128302919680,0,,,,,,,"[{'user_id': '593603712', 'username': 'VamsiChandReddy'}, {'user_id': '1153045459', 'username': 'INCIndia'}, {'user_id': '2766625136', 'username': 'INCTelangana'}, {'user_id': '3171712086', 'username': 'RahulGandhi'}]",
1.17E+18,9/1/2019,22:30:33,India Standard Time,2231721114,kayyumbalolkhan,Kayyum Balolkhan,,@kayyumbalolkhan made by @rkbalolkhan   I support @RahulGandhi @INCIndia #incindia #kayyumbalolkhan #rkbalolkhan #congress #rahulgandhi #solapur #على_مصلح_الشهري_في_ذمه_الله #متجر_موبايلي_الإلكتروني #Moharram pic,"['kayyumbalolkhan', 'rkbalolkhan', 'rahulgandhi', 'incindia']",[],['https://pbs.twimg.com/media/EDZOGP9U8AA6uLF.jpg'],0,1,2,"['#incindia', '#kayyumbalolkhan', '#rkbalolkhan', '#congress', '#rahulgandhi', '#solapur', '#على_مصلح_الشهري_في_ذمه_الله', '#متجر_موبايلي_الإلكتروني', '#moharram']",[],https://twitter.com/kayyumbalolkhan/status/1168207025580335104,FALSE,,0,,,,,,,"[{'user_id': '2231721114', 'username': 'kayyumbalolkhan'}, {'user_id': '1112036808597082113', 'username': 'rkbalolkhan'}, {'user_id': '3171712086', 'username': 'RahulGandhi'}, {'user_id': '1153045459', 'username': 'INCIndia'}]",
1.17E+18,9/1/2019,13:26:30,India Standard Time,1223842574,baaghakanungo,Amit Kanungo,,I Love this poor soul...my empathies with him always.  I pray to God and wish he leaves Politics and do something constructive in life and lead a happy normal Life. Amen!!! #RahulGandhi #Congress @RahulGandhi @priyankagandhi @INCIndia  pic.twitter.com/DKagQwpTS3,"['rahulgandhi', 'priyankagandhi', 'incindia']",[],['https://pbs.twimg.com/media/EDXRkziUUAEideS.jpg'],0,0,0,"['#rahulgandhi', '#congress']",[],https://twitter.com/Baaghakanungo/status/1168070111703400450,FALSE,,0,,,,,,,"[{'user_id': '1223842574', 'username': 'Baaghakanungo'}, {'user_id': '3171712086', 'username': 'RahulGandhi'}, {'user_id': '1094645942735855618', 'username': 'priyankagandhi'}, {'user_id': '1153045459', 'username': 'INCIndia'}]",
1.17E+18,8/31/2019,12:38:48,India Standard Time,3271831387,veblrofficial,VEBLR,,#Congress MP #RahulGandhi meets flood-affected people in #Kerala’s Kaipini  #keralafloods #keralafloods2019 #floods2019 #Veblr #keralafloodrelief #congressparty @INCIndia @RahulGandhi @INCKerala https://veblr.com/watch/36189c967a31c0/congress-mp-rahul-gandhi-meets-flood-affected-people-in-kera …,"['incindia', 'rahulgandhi', 'inckerala']",['https://veblr.com/watch/36189c967a31c0/congress-mp-rahul-gandhi-meets-flood-affected-people-in-kera'],[],0,1,0,"['#congress', '#rahulgandhi', '#kerala', '#keralafloods', '#keralafloods2019', '#floods2019', '#veblr', '#keralafloodrelief', '#congressparty']",[],https://twitter.com/VeblrOfficial/status/1167695719257518080,FALSE,,0,,,,,,,"[{'user_id': '3271831387', 'username': 'VeblrOfficial'}, {'user_id': '1153045459', 'username': 'INCIndia'}, {'user_id': '3171712086', 'username': 'RahulGandhi'}, {'user_id': '2333150096', 'username': 'INCKerala'}]",
1.17E+18,8/30/2019,13:34:22,India Standard Time,414876039,asfakhark,Asfakharali Kanniyan,,The great moment in my life .. To see @RahulGandhi in my land #manjeri #rahulgandhi @INCIndia #Congress #Kerala #Wayanad @ShamlikKurikkal,"['rahulgandhi', 'incindia', 'shamlikkurikkal']",[],[],0,0,0,"['#manjeri', '#rahulgandhi', '#congress', '#kerala', '#wayanad']",[],https://twitter.com/asfakhark/status/1167347312760258561,FALSE,,0,,,,,,,"[{'user_id': '414876039', 'username': 'asfakhark'}, {'user_id': '3171712086', 'username': 'RahulGandhi'}, {'user_id': '1153045459', 'username': 'INCIndia'}, {'user_id': '927091738539372544', 'username': 'ShamlikKurikkal'}]",
1.17E+18,8/29/2019,22:40:10,India Standard Time,1.11E+18,bhartiyaniraj,Niraj Bhartiya,,#Pakistan is better than #rahulgandhi and #Congress.. it always support its own #Nation..,"['incindia', 'rahulgandhi']",[],[],0,0,0,"['#pakistan', '#rahulgandhi', '#congress', '#nation']",[],https://twitter.com/BhartiyaNiraj/status/1167122279517474818,FALSE,,0,,,,,,,"[{'user_id': '1110109268705828865', 'username': 'BhartiyaNiraj'}, {'user_id': '1153045459', 'username': 'INCIndia'}, {'user_id': '3171712086', 'username': 'RahulGandhi'}]",
1.17E+18,8/29/2019,12:24:50,India Standard Time,7.86E+17,notanykapoor,Anita Kapoor 🇮🇳,,"When #ShashiTharoor & #RahulGandhi @RahulGandhi say the the manner in which Art.370 was abrogated was an  assaulted OUR 😎 Constitution, they mean the constitution of the #Congress as so many congressmen went against the Anti National party diktat & supported it !! 😅😉😂🤣","['shashitharoor', 'incindia', 'rahulgandhi']",[],[],0,0,0,"['#shashitharoor', '#rahulgandhi', '#congress']",[],https://twitter.com/NotAnyKapoor/status/1166967427546017792,FALSE,,0,,,,,,,"[{'user_id': '786448846318473216', 'username': 'NotAnyKapoor'}, {'user_id': '24705126', 'username': 'ShashiTharoor'}, {'user_id': '1153045459', 'username': 'INCIndia'}, {'user_id': '3171712086', 'username': 'RahulGandhi'}]",
1.17E+18,8/28/2019,21:39:48,India Standard Time,125235083,kayel_naushera,KayEl_Naushera,,"@INCIndia @rssurjewala @RahulGandhi  SHAMELESW #Congress In their letter to the UN on the Kashmir issue Pakistan has found support coming from none other than #RahulGandhi. If this is not an anti-national act, what is? No amount of damage control will hel","['incindia', 'rssurjewala', 'rahulgandhi']",[],[],0,0,0,"['#congress', '#rahulgandhi']",[],https://twitter.com/KayEl_Naushera/status/1166744702734852097,FALSE,,0,,,,,,,"[{'user_id': '125235083', 'username': 'KayEl_Naushera'}, {'user_id': '1153045459', 'username': 'INCIndia'}, {'user_id': '3066787711', 'username': 'rssurjewala'}, {'user_id': '3171712086', 'username': 'RahulGandhi'}]",
1.17E+18,8/28/2019,19:45:07,India Standard Time,173714868,theviralhindu,The Angry Greta,,People of India tried to teach #RahulGandhi and #Congress during 2014 and 2019 elections to change the way of doing politics. Now even Pakistan is teaching them how to take stand in politics. #ShameonRahulGandhi #CongressWithPak #RahulShamesIndia @RahulGandhi @INCIndia,"['rahulgandhi', 'incindia']",[],[],0,0,0,"['#rahulgandhi', '#congress', '#shameonrahulgandhi', '#congresswithpak', '#rahulshamesindia']",[],https://twitter.com/theViralHindu/status/1166715840596602880,FALSE,,0,,,,,,,"[{'user_id': '173714868', 'username': 'theViralHindu'}, {'user_id': '3171712086', 'username': 'RahulGandhi'}, {'user_id': '1153045459', 'username': 'INCIndia'}]",
